Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Price,Mileage,Engine_CC,Seating_Capacity,Service_Cost,Price_Lakh,service_cost_thousand,Car_Age,Engine_Category,Mileage_Category
744,Kia,Carens,2017,Electric,Automatic,680000.0,15.4,1500,7,5400.0,6.8,5.4,7,1.0L-1.5L,Average
745,Volkswagen,Virtus,2023,Electric,Manual,630000.0,28.9,2500,7,20900.0,6.3,20.9,1,2.0L-3.0L,Excellent
746,Mahindra,XUV300,2021,Petrol,Automatic,2160000.0,22.2,1000,7,13000.0,21.6,13.0,3,Below 1.0L,Good
747,Honda,Amaze,2023,Electric,Manual,1710000.0,17.5,1800,6,14900.0,17.1,14.9,1,1.5L-2.0L,Average
748,Toyota,Camry,2018,CNG,Automatic,440000.0,15.5,1800,7,21800.0,4.4,21.8,6,1.5L-2.0L,Average
749,Honda,City,2022,CNG,Manual,1020000.0,20.5,2500,6,13500.0,10.2,13.5,2,2.0L-3.0L,Good
750,Honda,City,2022,Electric,Automatic,1300000.0,24.6,1500,5,8200.0,13.0,8.2,2,1.0L-1.5L,Good
751,Volkswagen,Vento,2022,CNG,Manual,2880000.0,29.6,800,5,5800.0,28.8,5.8,2,Below 1.0L,Excellent
752,Renault,Duster,2018,Electric,Automatic,2330000.0,28.5,1500,7,9700.0,23.3,9.7,6,1.0L-1.5L,Excellent
753,Maruti Suzuki,Dzire,2017,Petrol,Manual,3120000.0,23.0,1500,6,18700.0,31.2,18.7,7,1.0L-1.5L,Good
754,Hyundai,Venue,2023,Diesel,Automatic,1080000.0,20.7,2000,5,22600.0,10.8,22.6,1,1.5L-2.0L,Good
755,Mahindra,Bolero,2021,Electric,Automatic,740000.0,17.3,2500,5,24800.0,7.4,24.8,3,2.0L-3.0L,Average
756,Volkswagen,Virtus,2024,CNG,Automatic,880000.0,22.5,800,6,23600.0,8.8,23.6,0,Below 1.0L,Good
757,Hyundai,Verna,2016,Petrol,Automatic,2300000.0,19.2,800,5,23300.0,23.0,23.3,8,Below 1.0L,Average
758,Mahindra,Scorpio,2022,Petrol,Automatic,460000.0,12.8,2500,7,15400.0,4.6,15.4,2,2.0L-3.0L,Low
759,Honda,Civic,2022,Diesel,Manual,690000.0,21.7,1500,7,24200.0,6.9,24.2,2,1.0L-1.5L,Good
760,Tata Motors,Tiago,2019,Petrol,Automatic,2480000.0,14.7,1000,7,20700.0,24.8,20.7,5,Below 1.0L,Low
761,Skoda,Kushaq,2021,Petrol,Automatic,640000.0,14.3,1800,6,13200.0,6.4,13.2,3,1.5L-2.0L,Low
762,Maruti Suzuki,Baleno,2017,Petrol,Manual,940000.0,21.3,1500,4,7900.0,9.4,7.9,7,1.0L-1.5L,Good
763,Renault,Triber,2016,Petrol,Manual,530000.0,16.3,1200,6,20000.0,5.3,20.0,8,1.0L-1.5L,Average
764,Kia,Seltos,2024,Electric,Automatic,410000.0,23.4,2000,4,22000.0,4.1,22.0,0,1.5L-2.0L,Good
765,Kia,Carnival,2015,CNG,Manual,720000.0,23.7,2000,6,11000.0,7.2,11.0,9,1.5L-2.0L,Good
766,Renault,Lodgy,2015,CNG,Manual,3310000.0,13.0,1000,4,23200.0,33.1,23.2,9,Below 1.0L,Low
767,Tata Motors,Altroz,2020,CNG,Automatic,1650000.0,12.8,1200,7,12300.0,16.5,12.3,4,1.0L-1.5L,Low
768,Kia,Sonet,2023,CNG,Manual,2170000.0,26.5,2500,5,15000.0,21.7,15.0,1,2.0L-3.0L,Excellent
769,Skoda,Superb,2021,Diesel,Manual,1830000.0,16.9,2500,7,19300.0,18.3,19.3,3,2.0L-3.0L,Average
770,Kia,Sonet,2020,CNG,Automatic,1210000.0,23.1,1500,5,21800.0,12.1,21.8,4,1.0L-1.5L,Good
771,Hyundai,Venue,2020,CNG,Manual,1370000.0,13.2,1800,4,24600.0,13.7,24.6,4,1.5L-2.0L,Low
772,Hyundai,i20,2015,Petrol,Automatic,2670000.0,28.0,800,5,11000.0,26.7,11.0,9,Below 1.0L,Excellent
773,Renault,Kwid,2018,CNG,Automatic,1270000.0,13.7,1200,6,24800.0,12.7,24.8,6,1.0L-1.5L,Low
774,Kia,Seltos,2020,Electric,Automatic,2860000.0,19.3,2500,4,19200.0,28.6,19.2,4,2.0L-3.0L,Average
775,Kia,Carens,2023,Petrol,Automatic,3190000.0,11.4,1000,4,9000.0,31.9,9.0,1,Below 1.0L,Low
776,Maruti Suzuki,Dzire,2019,Petrol,Manual,2070000.0,20.1,1500,4,18300.0,20.7,18.3,5,1.0L-1.5L,Good
777,Tata Motors,Altroz,2023,Petrol,Manual,1330000.0,29.6,1000,4,13100.0,13.3,13.1,1,Below 1.0L,Excellent
778,Volkswagen,Polo,2023,CNG,Automatic,2420000.0,11.8,2000,6,8300.0,24.2,8.3,1,1.5L-2.0L,Low
779,Skoda,Kushaq,2019,Diesel,Automatic,3000000.0,26.3,1200,4,17900.0,30.0,17.9,5,1.0L-1.5L,Excellent
780,Maruti Suzuki,Dzire,2021,CNG,Automatic,3020000.0,13.8,1800,5,17100.0,30.2,17.1,3,1.5L-2.0L,Low
781,Tata Motors,Harrier,2021,CNG,Manual,2310000.0,24.4,1000,5,12300.0,23.1,12.3,3,Below 1.0L,Good
782,Kia,Carnival,2015,Diesel,Automatic,3360000.0,24.2,2500,6,5500.0,33.6,5.5,9,2.0L-3.0L,Good
783,Hyundai,i20,2018,Diesel,Manual,2570000.0,21.2,2500,6,7200.0,25.7,7.2,6,2.0L-3.0L,Good
784,Mahindra,XUV300,2020,Diesel,Automatic,1020000.0,12.8,800,7,7800.0,10.2,7.8,4,Below 1.0L,Low
785,Hyundai,Venue,2023,Electric,Automatic,2580000.0,14.4,1200,5,18000.0,25.8,18.0,1,1.0L-1.5L,Low
786,Volkswagen,Vento,2020,Electric,Automatic,2010000.0,12.5,1200,5,24300.0,20.1,24.3,4,1.0L-1.5L,Low
787,Skoda,Superb,2019,Diesel,Manual,2890000.0,27.7,1200,6,21500.0,28.9,21.5,5,1.0L-1.5L,Excellent
788,Hyundai,i10,2019,Diesel,Manual,2920000.0,17.2,1800,6,10800.0,29.2,10.8,5,1.5L-2.0L,Average
789,Hyundai,i20,2020,Diesel,Automatic,460000.0,15.2,1800,4,21600.0,4.6,21.6,4,1.5L-2.0L,Average
790,Renault,Kiger,2017,CNG,Manual,1370000.0,10.3,1500,5,6000.0,13.7,6.0,7,1.0L-1.5L,Low
791,Honda,Civic,2024,CNG,Manual,3180000.0,10.2,800,4,6100.0,31.8,6.1,0,Below 1.0L,Low
792,Skoda,Octavia,2016,Petrol,Manual,1490000.0,10.2,1000,6,5700.0,14.9,5.7,8,Below 1.0L,Low
793,Mahindra,XUV300,2019,Electric,Automatic,1860000.0,15.0,800,6,20200.0,18.6,20.2,5,Below 1.0L,Low
794,Kia,Carnival,2019,Diesel,Automatic,3450000.0,19.8,800,6,17500.0,34.5,17.5,5,Below 1.0L,Average
795,Maruti Suzuki,Swift,2017,CNG,Automatic,1960000.0,15.9,2500,6,7800.0,19.6,7.8,7,2.0L-3.0L,Average
796,Honda,Jazz,2021,Electric,Manual,3390000.0,22.2,1200,7,19500.0,33.9,19.5,3,1.0L-1.5L,Good
797,Maruti Suzuki,Baleno,2021,Petrol,Manual,2820000.0,12.9,2500,7,8500.0,28.2,8.5,3,2.0L-3.0L,Low
798,Maruti Suzuki,Swift,2020,Petrol,Manual,1420000.0,22.9,1000,5,20500.0,14.2,20.5,4,Below 1.0L,Good
799,Kia,Carnival,2018,CNG,Manual,800000.0,15.6,800,7,10300.0,8.0,10.3,6,Below 1.0L,Average
800,Skoda,Kushaq,2018,Electric,Manual,1700000.0,22.9,1200,5,13900.0,17.0,13.9,6,1.0L-1.5L,Good
801,Hyundai,i10,2021,Electric,Manual,2470000.0,24.4,1000,7,17900.0,24.7,17.9,3,Below 1.0L,Good
802,Kia,Carnival,2016,Electric,Manual,2080000.0,27.8,1000,7,25000.0,20.8,25.0,8,Below 1.0L,Excellent
803,Toyota,Fortuner,2019,Petrol,Manual,1940000.0,29.5,1000,7,5200.0,19.4,5.2,5,Below 1.0L,Excellent
804,Maruti Suzuki,Baleno,2017,Petrol,Manual,2310000.0,22.9,1200,6,19700.0,23.1,19.7,7,1.0L-1.5L,Good
805,Toyota,Urban Cruiser,2018,Electric,Automatic,1170000.0,10.1,2500,7,12400.0,11.7,12.4,6,2.0L-3.0L,Low
806,Hyundai,i10,2015,Petrol,Manual,2980000.0,13.0,800,4,6900.0,29.8,6.9,9,Below 1.0L,Low
807,Volkswagen,Polo,2023,Petrol,Automatic,3460000.0,28.8,2000,6,22400.0,34.6,22.4,1,1.5L-2.0L,Excellent
808,Maruti Suzuki,Swift,2022,Electric,Manual,720000.0,25.5,800,6,8000.0,7.2,8.0,2,Below 1.0L,Excellent
809,Maruti Suzuki,Dzire,2018,Electric,Automatic,1350000.0,28.1,2500,7,7700.0,13.5,7.7,6,2.0L-3.0L,Excellent
810,Volkswagen,Vento,2017,Petrol,Manual,2670000.0,14.8,2500,5,13100.0,26.7,13.1,7,2.0L-3.0L,Low
811,Maruti Suzuki,Swift,2021,Diesel,Automatic,1060000.0,24.2,1500,6,21700.0,10.6,21.7,3,1.0L-1.5L,Good
812,Toyota,Innova,2020,Petrol,Manual,610000.0,16.6,2500,7,8600.0,6.1,8.6,4,2.0L-3.0L,Average
813,Hyundai,i10,2020,CNG,Automatic,3310000.0,23.4,1000,7,10400.0,33.1,10.4,4,Below 1.0L,Good
814,Mahindra,Thar,2017,Petrol,Manual,450000.0,16.0,1800,6,18400.0,4.5,18.4,7,1.5L-2.0L,Average
815,Mahindra,Bolero,2020,Electric,Manual,2060000.0,14.2,1800,4,10000.0,20.6,10.0,4,1.5L-2.0L,Low
816,Tata Motors,Nexon,2019,Petrol,Manual,1820000.0,12.9,800,7,17700.0,18.2,17.7,5,Below 1.0L,Low
817,Maruti Suzuki,Baleno,2021,Diesel,Manual,2380000.0,19.0,800,4,6300.0,23.8,6.3,3,Below 1.0L,Average
818,Kia,EV6,2020,Petrol,Manual,1330000.0,22.5,2500,6,16000.0,13.3,16.0,4,2.0L-3.0L,Good
819,Toyota,Fortuner,2022,Diesel,Manual,2930000.0,13.6,1800,5,14800.0,29.3,14.8,2,1.5L-2.0L,Low
820,Hyundai,Creta,2020,CNG,Automatic,1070000.0,17.0,1000,5,8000.0,10.7,8.0,4,Below 1.0L,Average
821,Toyota,Fortuner,2023,Petrol,Automatic,2090000.0,17.6,2000,5,15100.0,20.9,15.1,1,1.5L-2.0L,Average
822,Tata Motors,Nexon,2017,Electric,Manual,2750000.0,10.5,1500,6,21500.0,27.5,21.5,7,1.0L-1.5L,Low
823,Skoda,Slavia,2021,Petrol,Automatic,2420000.0,27.4,1800,4,12000.0,24.2,12.0,3,1.5L-2.0L,Excellent
824,Honda,WR-V,2024,Diesel,Automatic,890000.0,21.9,1500,7,9600.0,8.9,9.6,0,1.0L-1.5L,Good
825,Skoda,Kushaq,2018,Electric,Manual,2880000.0,27.6,2500,6,11600.0,28.8,11.6,6,2.0L-3.0L,Excellent
826,Renault,Triber,2022,Electric,Automatic,2290000.0,18.0,1000,4,21400.0,22.9,21.4,2,Below 1.0L,Average
827,Honda,Civic,2020,Petrol,Manual,2510000.0,26.4,1000,6,8900.0,25.1,8.9,4,Below 1.0L,Excellent
828,Renault,Kwid,2024,Electric,Automatic,1500000.0,24.8,1800,7,19200.0,15.0,19.2,0,1.5L-2.0L,Good
829,Kia,Carnival,2024,Petrol,Manual,2820000.0,29.2,2000,7,8500.0,28.2,8.5,0,1.5L-2.0L,Excellent
830,Tata Motors,Harrier,2024,Electric,Automatic,1570000.0,18.3,2500,6,14100.0,15.7,14.1,0,2.0L-3.0L,Average
831,Kia,Sonet,2017,CNG,Automatic,1860000.0,10.5,1200,7,14700.0,18.6,14.7,7,1.0L-1.5L,Low
832,Skoda,Octavia,2021,Diesel,Manual,1270000.0,13.9,1500,6,21200.0,12.7,21.2,3,1.0L-1.5L,Low
833,Toyota,Urban Cruiser,2015,Electric,Automatic,3230000.0,28.7,2000,4,7400.0,32.3,7.4,9,1.5L-2.0L,Excellent
834,Mahindra,XUV300,2022,Diesel,Manual,2050000.0,16.8,2000,5,12500.0,20.5,12.5,2,1.5L-2.0L,Average
835,Renault,Kiger,2023,Petrol,Automatic,1350000.0,12.0,1000,6,13400.0,13.5,13.4,1,Below 1.0L,Low
836,Tata Motors,Nexon,2024,Diesel,Automatic,730000.0,10.9,2500,5,18200.0,7.3,18.2,0,2.0L-3.0L,Low
837,Kia,Sonet,2015,CNG,Automatic,2260000.0,27.9,1200,4,9700.0,22.6,9.7,9,1.0L-1.5L,Excellent
838,Volkswagen,Vento,2020,CNG,Automatic,2730000.0,27.5,1800,4,14000.0,27.3,14.0,4,1.5L-2.0L,Excellent
839,Hyundai,i20,2024,Electric,Manual,3110000.0,18.3,2500,7,23900.0,31.1,23.9,0,2.0L-3.0L,Average
840,Skoda,Kushaq,2020,Petrol,Manual,810000.0,22.9,1500,4,23100.0,8.1,23.1,4,1.0L-1.5L,Good
841,Honda,Jazz,2021,CNG,Automatic,1010000.0,16.6,1200,6,17900.0,10.1,17.9,3,1.0L-1.5L,Average
842,Skoda,Rapid,2017,Electric,Automatic,620000.0,30.0,1800,6,16200.0,6.2,16.2,7,1.5L-2.0L,Excellent
843,Volkswagen,Virtus,2022,Diesel,Automatic,2320000.0,29.9,1200,6,8900.0,23.2,8.9,2,1.0L-1.5L,Excellent
844,Toyota,Camry,2018,Diesel,Manual,730000.0,24.5,1200,5,24000.0,7.3,24.0,6,1.0L-1.5L,Good
845,Maruti Suzuki,Dzire,2015,CNG,Manual,2970000.0,22.0,2500,7,16400.0,29.7,16.4,9,2.0L-3.0L,Good
846,Toyota,Innova,2016,CNG,Automatic,2410000.0,13.2,1200,5,22700.0,24.1,22.7,8,1.0L-1.5L,Low
847,Volkswagen,Vento,2015,Electric,Manual,660000.0,16.6,2000,5,13200.0,6.6,13.2,9,1.5L-2.0L,Average
848,Kia,Seltos,2022,Electric,Manual,1390000.0,19.1,1000,5,17200.0,13.9,17.2,2,Below 1.0L,Average
849,Toyota,Urban Cruiser,2019,CNG,Automatic,1090000.0,14.1,1000,7,18300.0,10.9,18.3,5,Below 1.0L,Low
850,Skoda,Kushaq,2016,Diesel,Automatic,1100000.0,10.9,1500,4,11500.0,11.0,11.5,8,1.0L-1.5L,Low
851,Tata Motors,Tiago,2017,Petrol,Automatic,3310000.0,15.1,1500,4,17200.0,33.1,17.2,7,1.0L-1.5L,Average
852,Honda,Amaze,2020,CNG,Manual,2190000.0,28.3,800,5,23900.0,21.9,23.9,4,Below 1.0L,Excellent
853,Skoda,Slavia,2023,Diesel,Automatic,1880000.0,28.3,800,6,19200.0,18.8,19.2,1,Below 1.0L,Excellent
854,Skoda,Slavia,2016,CNG,Automatic,1400000.0,29.2,1200,4,19700.0,14.0,19.7,8,1.0L-1.5L,Excellent
855,Skoda,Rapid,2021,Electric,Automatic,1590000.0,29.6,2500,5,20800.0,15.9,20.8,3,2.0L-3.0L,Excellent
856,Kia,Carens,2017,Petrol,Manual,970000.0,24.8,1500,4,22300.0,9.7,22.3,7,1.0L-1.5L,Good
857,Toyota,Innova,2024,Diesel,Automatic,1640000.0,21.1,2000,4,24100.0,16.4,24.1,0,1.5L-2.0L,Good
858,Maruti Suzuki,Baleno,2024,Diesel,Manual,3030000.0,18.6,1800,4,19700.0,30.3,19.7,0,1.5L-2.0L,Average
859,Skoda,Rapid,2015,Electric,Automatic,2020000.0,18.9,1500,4,18000.0,20.2,18.0,9,1.0L-1.5L,Average
860,Maruti Suzuki,Baleno,2016,Electric,Automatic,2950000.0,10.1,2500,6,16700.0,29.5,16.7,8,2.0L-3.0L,Low
861,Skoda,Octavia,2021,Petrol,Manual,3050000.0,24.3,1500,5,24900.0,30.5,24.9,3,1.0L-1.5L,Good
862,Skoda,Slavia,2023,Petrol,Manual,1230000.0,17.8,1200,5,15200.0,12.3,15.2,1,1.0L-1.5L,Average
863,Toyota,Innova,2015,Electric,Automatic,1410000.0,14.2,1500,7,24000.0,14.1,24.0,9,1.0L-1.5L,Low
864,Skoda,Rapid,2019,Diesel,Manual,2670000.0,28.0,1800,5,24500.0,26.7,24.5,5,1.5L-2.0L,Excellent
865,Volkswagen,Vento,2018,CNG,Automatic,2260000.0,27.1,1500,4,22300.0,22.6,22.3,6,1.0L-1.5L,Excellent
866,Volkswagen,Polo,2024,CNG,Automatic,970000.0,10.1,1000,7,14100.0,9.7,14.1,0,Below 1.0L,Low
867,Renault,Triber,2020,CNG,Manual,680000.0,11.9,2500,6,5500.0,6.8,5.5,4,2.0L-3.0L,Low
868,Tata Motors,Harrier,2016,Petrol,Manual,3220000.0,21.7,2500,6,19600.0,32.2,19.6,8,2.0L-3.0L,Good
869,Mahindra,XUV300,2019,CNG,Manual,2410000.0,17.5,1800,4,7200.0,24.1,7.2,5,1.5L-2.0L,Average
870,Hyundai,i10,2019,Electric,Automatic,700000.0,25.5,1500,6,16900.0,7.0,16.9,5,1.0L-1.5L,Excellent
871,Hyundai,Verna,2024,Diesel,Manual,2900000.0,29.7,1000,7,22300.0,29.0,22.3,0,Below 1.0L,Excellent
872,Renault,Duster,2022,CNG,Manual,1610000.0,19.1,1800,4,17200.0,16.1,17.2,2,1.5L-2.0L,Average
873,Mahindra,Thar,2021,Electric,Manual,1660000.0,13.6,1800,6,24000.0,16.6,24.0,3,1.5L-2.0L,Low
874,Skoda,Octavia,2015,Petrol,Manual,890000.0,11.4,2500,4,22500.0,8.9,22.5,9,2.0L-3.0L,Low
875,Honda,Amaze,2024,Petrol,Automatic,1830000.0,14.6,1200,7,5000.0,18.3,5.0,0,1.0L-1.5L,Low
876,Renault,Kwid,2024,Electric,Automatic,1870000.0,20.3,1200,5,16400.0,18.7,16.4,0,1.0L-1.5L,Good
877,Skoda,Kushaq,2018,Petrol,Automatic,2070000.0,10.3,1000,5,10500.0,20.7,10.5,6,Below 1.0L,Low
878,Kia,Sonet,2018,CNG,Manual,3220000.0,11.0,1800,5,12900.0,32.2,12.9,6,1.5L-2.0L,Low
879,Volkswagen,Tiguan,2015,CNG,Manual,790000.0,23.4,2500,5,9000.0,7.9,9.0,9,2.0L-3.0L,Good
880,Hyundai,i10,2022,CNG,Automatic,1830000.0,29.2,1200,5,15100.0,18.3,15.1,2,1.0L-1.5L,Excellent
881,Skoda,Kushaq,2019,Petrol,Automatic,1700000.0,11.7,2000,7,22800.0,17.0,22.8,5,1.5L-2.0L,Low
882,Renault,Kwid,2015,Electric,Manual,1450000.0,22.2,1500,4,6600.0,14.5,6.6,9,1.0L-1.5L,Good
883,Skoda,Rapid,2021,Petrol,Manual,2080000.0,16.7,2000,6,16400.0,20.8,16.4,3,1.5L-2.0L,Average
884,Skoda,Slavia,2019,CNG,Automatic,2090000.0,26.2,1000,4,10000.0,20.9,10.0,5,Below 1.0L,Excellent
885,Kia,Carnival,2019,Electric,Automatic,510000.0,21.5,800,4,7900.0,5.1,7.9,5,Below 1.0L,Good
886,Kia,Carens,2023,Petrol,Manual,3280000.0,21.0,800,6,8500.0,32.8,8.5,1,Below 1.0L,Good
887,Mahindra,XUV700,2024,CNG,Automatic,1600000.0,17.4,1200,7,19800.0,16.0,19.8,0,1.0L-1.5L,Average
888,Skoda,Kushaq,2020,Petrol,Automatic,900000.0,27.9,1200,5,8900.0,9.0,8.9,4,1.0L-1.5L,Excellent
889,Hyundai,Creta,2019,CNG,Manual,1280000.0,29.4,1800,6,21100.0,12.8,21.1,5,1.5L-2.0L,Excellent
890,Hyundai,Venue,2019,CNG,Automatic,430000.0,25.5,1200,7,12700.0,4.3,12.7,5,1.0L-1.5L,Excellent
891,Toyota,Innova,2018,Electric,Automatic,610000.0,15.5,2000,4,21800.0,6.1,21.8,6,1.5L-2.0L,Average
892,Skoda,Superb,2020,CNG,Automatic,2010000.0,26.4,2000,5,9600.0,20.1,9.6,4,1.5L-2.0L,Excellent
893,Skoda,Superb,2019,Electric,Manual,2900000.0,17.9,2000,4,16100.0,29.0,16.1,5,1.5L-2.0L,Average
894,Volkswagen,Virtus,2023,Diesel,Automatic,910000.0,13.5,1000,7,5100.0,9.1,5.1,1,Below 1.0L,Low
895,Renault,Kwid,2023,Petrol,Automatic,800000.0,21.0,1000,7,19400.0,8.0,19.4,1,Below 1.0L,Good
896,Maruti Suzuki,WagonR,2020,Diesel,Manual,1310000.0,10.7,1500,7,8000.0,13.1,8.0,4,1.0L-1.5L,Low
897,Tata Motors,Harrier,2015,Petrol,Manual,2190000.0,28.0,800,6,14300.0,21.9,14.3,9,Below 1.0L,Excellent
898,Toyota,Urban Cruiser,2019,Diesel,Manual,2180000.0,28.1,2000,7,9300.0,21.8,9.3,5,1.5L-2.0L,Excellent
899,Renault,Triber,2016,Petrol,Manual,550000.0,17.1,2500,7,23600.0,5.5,23.6,8,2.0L-3.0L,Average
900,Renault,Kwid,2016,Petrol,Manual,960000.0,19.4,1200,5,16800.0,9.6,16.8,8,1.0L-1.5L,Average
901,Maruti Suzuki,Ertiga,2023,Electric,Automatic,3500000.0,13.0,1200,5,11500.0,35.0,11.5,1,1.0L-1.5L,Low
902,Renault,Duster,2023,Electric,Automatic,1290000.0,21.7,1200,4,17300.0,12.9,17.3,1,1.0L-1.5L,Good
903,Hyundai,Venue,2021,Diesel,Manual,2850000.0,11.6,1000,6,6000.0,28.5,6.0,3,Below 1.0L,Low
904,Renault,Kwid,2022,Diesel,Automatic,2060000.0,19.0,1500,4,17300.0,20.6,17.3,2,1.0L-1.5L,Average
905,Maruti Suzuki,Baleno,2022,Electric,Manual,1120000.0,28.6,2000,4,23400.0,11.2,23.4,2,1.5L-2.0L,Excellent
906,Skoda,Kushaq,2019,Petrol,Automatic,2570000.0,10.1,1000,4,18600.0,25.7,18.6,5,Below 1.0L,Low
907,Hyundai,i20,2023,Petrol,Automatic,1950000.0,14.7,1800,6,13000.0,19.5,13.0,1,1.5L-2.0L,Low
908,Renault,Triber,2018,Electric,Manual,2470000.0,11.0,1200,5,6200.0,24.7,6.2,6,1.0L-1.5L,Low
909,Hyundai,i10,2015,CNG,Manual,2330000.0,29.8,1800,5,11500.0,23.3,11.5,9,1.5L-2.0L,Excellent
910,Renault,Kwid,2016,Petrol,Manual,2860000.0,28.9,2000,6,11200.0,28.6,11.2,8,1.5L-2.0L,Excellent
911,Volkswagen,Polo,2021,Electric,Automatic,2790000.0,23.7,2000,6,12800.0,27.9,12.8,3,1.5L-2.0L,Good
912,Maruti Suzuki,Ertiga,2015,CNG,Manual,1170000.0,23.9,800,7,13900.0,11.7,13.9,9,Below 1.0L,Good
913,Toyota,Fortuner,2017,Electric,Automatic,2190000.0,27.9,800,5,6000.0,21.9,6.0,7,Below 1.0L,Excellent
914,Hyundai,i20,2016,Petrol,Automatic,1570000.0,24.0,1200,4,23000.0,15.7,23.0,8,1.0L-1.5L,Good
915,Honda,Jazz,2019,Diesel,Automatic,1570000.0,22.7,2000,4,19000.0,15.7,19.0,5,1.5L-2.0L,Good
916,Mahindra,XUV700,2016,Electric,Automatic,2630000.0,25.5,1500,7,10000.0,26.3,10.0,8,1.0L-1.5L,Excellent
917,Tata Motors,Punch,2020,Diesel,Manual,1090000.0,27.5,1000,6,24900.0,10.9,24.9,4,Below 1.0L,Excellent
918,Renault,Lodgy,2017,Electric,Manual,3190000.0,17.3,1500,7,11100.0,31.9,11.1,7,1.0L-1.5L,Average
919,Mahindra,Thar,2020,CNG,Manual,2640000.0,27.6,2000,5,18200.0,26.4,18.2,4,1.5L-2.0L,Excellent
920,Volkswagen,Taigun,2019,CNG,Manual,800000.0,13.3,2000,4,10000.0,8.0,10.0,5,1.5L-2.0L,Low
921,Hyundai,i20,2019,Diesel,Automatic,2040000.0,28.9,800,6,19500.0,20.4,19.5,5,Below 1.0L,Excellent
922,Volkswagen,Virtus,2020,Electric,Manual,1710000.0,17.4,1800,7,15700.0,17.1,15.7,4,1.5L-2.0L,Average
923,Renault,Kwid,2016,CNG,Manual,600000.0,27.8,1200,5,20100.0,6.0,20.1,8,1.0L-1.5L,Excellent
924,Volkswagen,Polo,2021,Petrol,Automatic,1040000.0,29.9,1500,5,14800.0,10.4,14.8,3,1.0L-1.5L,Excellent
925,Honda,Jazz,2019,Petrol,Automatic,3430000.0,18.0,2000,6,6700.0,34.3,6.7,5,1.5L-2.0L,Average
926,Maruti Suzuki,Ertiga,2024,Diesel,Automatic,1310000.0,27.3,1000,5,13900.0,13.1,13.9,0,Below 1.0L,Excellent
927,Maruti Suzuki,Ertiga,2024,CNG,Manual,2440000.0,15.5,800,5,8700.0,24.4,8.7,0,Below 1.0L,Average
928,Toyota,Camry,2021,CNG,Automatic,1730000.0,22.3,1500,7,19100.0,17.3,19.1,3,1.0L-1.5L,Good
929,Kia,EV6,2018,Diesel,Automatic,1350000.0,22.4,1500,7,23700.0,13.5,23.7,6,1.0L-1.5L,Good
930,Volkswagen,Vento,2024,Diesel,Automatic,2860000.0,12.6,1200,5,20500.0,28.6,20.5,0,1.0L-1.5L,Low
931,Mahindra,XUV300,2024,Petrol,Manual,3340000.0,22.1,1500,4,12300.0,33.4,12.3,0,1.0L-1.5L,Good
932,Honda,Jazz,2023,CNG,Automatic,2780000.0,24.5,1500,6,10200.0,27.8,10.2,1,1.0L-1.5L,Good
933,Toyota,Innova,2021,CNG,Manual,2260000.0,28.3,1500,4,15100.0,22.6,15.1,3,1.0L-1.5L,Excellent
934,Volkswagen,Virtus,2024,CNG,Manual,2140000.0,26.3,2000,6,16300.0,21.4,16.3,0,1.5L-2.0L,Excellent
935,Hyundai,i20,2020,Petrol,Manual,1600000.0,17.4,1200,5,15600.0,16.0,15.6,4,1.0L-1.5L,Average
936,Maruti Suzuki,Baleno,2015,Petrol,Automatic,1990000.0,14.8,800,5,7400.0,19.9,7.4,9,Below 1.0L,Low
937,Hyundai,Creta,2015,CNG,Manual,2430000.0,14.4,2500,5,22200.0,24.3,22.2,9,2.0L-3.0L,Low
938,Hyundai,Creta,2021,Diesel,Manual,1100000.0,28.4,1500,5,9800.0,11.0,9.8,3,1.0L-1.5L,Excellent
939,Kia,Carens,2017,CNG,Automatic,530000.0,29.4,800,7,5700.0,5.3,5.7,7,Below 1.0L,Excellent
940,Maruti Suzuki,Swift,2021,CNG,Manual,3420000.0,22.5,1000,4,5900.0,34.2,5.9,3,Below 1.0L,Good
941,Skoda,Rapid,2017,CNG,Automatic,1320000.0,24.9,2000,5,23400.0,13.2,23.4,7,1.5L-2.0L,Good
942,Honda,Amaze,2022,Petrol,Automatic,2080000.0,10.5,800,7,15200.0,20.8,15.2,2,Below 1.0L,Low
943,Honda,Amaze,2021,CNG,Automatic,670000.0,14.9,1800,7,17700.0,6.7,17.7,3,1.5L-2.0L,Low
944,Mahindra,Thar,2023,CNG,Automatic,1630000.0,22.3,2000,6,11400.0,16.3,11.4,1,1.5L-2.0L,Good
945,Hyundai,Venue,2020,Electric,Automatic,3270000.0,17.2,2500,7,17700.0,32.7,17.7,4,2.0L-3.0L,Average
946,Kia,Sonet,2015,Petrol,Automatic,3250000.0,14.7,2500,5,14600.0,32.5,14.6,9,2.0L-3.0L,Low
947,Hyundai,Verna,2024,Petrol,Manual,2400000.0,29.0,1500,5,16200.0,24.0,16.2,0,1.0L-1.5L,Excellent
948,Honda,Amaze,2022,Electric,Automatic,2230000.0,18.9,1800,4,23700.0,22.3,23.7,2,1.5L-2.0L,Average
949,Volkswagen,Polo,2016,Petrol,Manual,2900000.0,16.2,1000,7,21400.0,29.0,21.4,8,Below 1.0L,Average
950,Tata Motors,Harrier,2022,Electric,Automatic,1750000.0,17.0,1000,6,24700.0,17.5,24.7,2,Below 1.0L,Average
